Country,IP Address,Timestamp,URL,Browser Type,Referral URL
Brazil,198.51.100.4,21:45:10,/tennis.html,Mozilla Firefox,Facebook
Italy,192.0.2.10,14:44:01,/fencing.html,Safari,Twitter
Greece,198.51.100.8,06:31:37,/sailing.html,Mozilla Firefox,Twitter
Egypt,192.0.2.6,12:38:35,/basketball.html,Google Chrome,Facebook
Germany,192.0.2.7,19:11:02,/fencing.html,Microsoft Edge,Facebook
Lebanon,198.51.100.12,09:51:06,/Triathalon.html,Internet Explorer,Facebook
Japan,198.51.100.11,11:47:27,/tabletennis.html,Microsoft Edge,Twitter
Belgium,192.0.2.3,14:36:53,/images/games.jpg,Mozilla Firefox,Twitter
Israel,203.0.113.10,23:50:18,/tennis.html,Internet Explorer,Facebook
Iraq,192.0.2.9,00:26:51,/Triathalon.html,Mozilla Firefox,LinkedIn
Pakistan,198.51.100.15,11:52:02,/tennis.html,Microsoft Edge,LinkedIn
Pakistan,198.51.100.15,23:49:55,/volleyball.html,Safari,Facebook
Colombia,203.0.113.5,23:40:31,/gymnastics.html,Safari,Twitter
Netherlands,192.0.2.13,19:07:10,/judo.html,Google Chrome,Twitter
Egypt,192.0.2.6,22:06:13,/index.html,Internet Explorer,Twitter
Nepal,203.0.113.13,14:46:10,/equestrian.html,Google Chrome,Twitter
Singapore,203.0.113.17,02:26:36,/football.html,Internet Explorer,LinkedIn
Ireland,198.51.100.10,04:50:23,/index.html,Opera,Facebook
South Korea,192.0.2.11,02:27:32,/rowing.html,Internet Explorer,Facebook
India,192.0.2.8,01:13:22,/diving.html,Safari,Twitter
Greece,198.51.100.8,21:30:23,/volleyball.html,Internet Explorer,Facebook
Saudi Arabia,198.51.100.17,03:31:54,/index.html,Internet Explorer,Google Search
Norway,192.0.2.14,09:23:42,/searchsports.php,Microsoft Edge,Twitter
Colombia,203.0.113.5,23:07:50,/images/games.jpg,Internet Explorer,Facebook
Iraq,192.0.2.9,21:11:20,/basketball.html,Microsoft Edge,Facebook
Canada,203.0.113.4,02:03:56,/weightlifting.html,Google Chrome,Google Search
Albania,203.0.113.1,02:24:51,/sailing.html,Safari,Facebook
Portugal,198.51.100.16,05:14:27,/index.html,Google Chrome,Facebook
Italy,192.0.2.10,07:30:47,/handball.html,Mozilla Firefox,LinkedIn
Israel,203.0.113.10,11:09:39,/weightlifting.html,Microsoft Edge,Twitter
South Africa,192.0.2.17,20:53:07,/basketball.html,Internet Explorer,Twitter
Czech Republic,198.51.100.6,00:33:17,/archery.html,Mozilla Firefox,Facebook
Brazil,198.51.100.4,13:36:11,/boxing.html,Internet Explorer,Twitter
China,198.51.100.5,11:24:45,/volleyball.html,Opera,Twitter
Russia,192.0.2.16,19:51:14,/olympics.html,Google Chrome,Twitter
Greece,198.51.100.8,17:42:03,/shooting.html,Internet Explorer,Twitter
Afghanistan,198.51.100.1,00:20:49,/index.html,Safari,Facebook
Japan,198.51.100.11,22:58:31,/basketball.html,Google Chrome,Twitter
Mexico,192.0.2.12,13:35:27,/karate.html,Opera,Facebook
Netherlands,192.0.2.13,07:56:58,/archery.html,Safari,Twitter
China,198.51.100.5,10:03:31,/tennis.html,Google Chrome,LinkedIn
Morocco,198.51.100.13,05:59:45,/judo.html,Microsoft Edge,Facebook
Malaysia,203.0.113.12,23:55:48,/weightlifting.html,Safari,Google Search
Saudi Arabia,198.51.100.17,10:04:59,/handball.html,Opera,Facebook
Chile,192.0.2.4,22:29:03,/basketball.html,Mozilla Firefox,Google Search
Saudi Arabia,198.51.100.17,18:57:00,/judo.html,Google Chrome,Twitter
Italy,192.0.2.10,06:43:07,/equestrian.html,Internet Explorer,Twitter
France,203.0.113.7,05:19:20,/swimming.html,Opera,Twitter
Hungary,203.0.113.8,22:05:07,/images/games.jpg,Safari,Facebook
Singapore,203.0.113.17,15:36:11,/basketball.html,Google Chrome,Facebook
Germany,192.0.2.7,13:44:32,/tabletennis.html,Internet Explorer,Facebook
Russia,192.0.2.16,17:59:35,/equestrian.html,Safari,Twitter
New Zealand,198.51.100.14,07:36:27,/Triathalon.html,Opera,Facebook
India,192.0.2.8,20:20:37,/swimming.html,Microsoft Edge,Twitter
Iraq,192.0.2.9,23:16:39,/trackandfield.html,Safari,Facebook
India,192.0.2.8,01:53:38,/football.html,Google Chrome,Twitter
Austria,198.51.100.3,23:11:28,/sailing.html,Mozilla Firefox,Twitter
Japan,198.51.100.11,13:31:42,/volleyball.html,Safari,Facebook
Austria,198.51.100.3,16:45:06,/tabletennis.html,Mozilla Firefox,Twitter
Iraq,192.0.2.9,00:52:33,/basketball.html,Safari,Facebook
Lebanon,198.51.100.12,13:12:52,/football.html,Internet Explorer,LinkedIn
Pakistan,198.51.100.15,19:26:47,/sailing.html,Opera,Twitter
France,203.0.113.7,13:43:47,/diving.html,Internet Explorer,LinkedIn
South Africa,192.0.2.17,14:39:18,/index.html,Opera,Facebook
South Korea,192.0.2.11,08:46:05,/shooting.html,Mozilla Firefox,Facebook
Ireland,198.51.100.10,09:16:34,/olympics.html,Safari,Twitter
Netherlands,192.0.2.13,01:04:27,/swimming.html,Opera,LinkedIn
Italy,192.0.2.10,01:11:36,/fencing.html,Internet Explorer,LinkedIn
Nepal,203.0.113.13,06:07:25,/diving.html,Google Chrome,LinkedIn
Cuba,192.0.2.5,08:50:04,/Triathalon.html,Opera,Twitter
South Africa,192.0.2.17,14:41:29,/tabletennis.html,Internet Explorer,Twitter
Malaysia,203.0.113.12,22:25:35,/weightlifting.html,Safari,Facebook
Indonesia,198.51.100.9,01:33:17,/boxing.html,Microsoft Edge,Twitter
Bangladesh,203.0.113.3,18:02:01,/boxing.html,Microsoft Edge,Facebook
Angola,198.51.100.2,18:00:45,/basketball.html,Safari,Google Search
Malaysia,203.0.113.12,12:17:14,/images/games.jpg,Opera,Twitter
Philippines,203.0.113.15,00:57:36,/searchsports.php,Microsoft Edge,Twitter
Australia,192.0.2.2,07:48:41,/basketball.html,Google Chrome,Facebook
Algeria,192.0.2.1,18:00:21,/karate.html,Microsoft Edge,Facebook
Germany,192.0.2.7,08:47:58,/tabletennis.html,Opera,Facebook
Brazil,198.51.100.4,14:44:15,/tabletennis.html,Microsoft Edge,Twitter
Czech Republic,198.51.100.6,06:05:33,/tabletennis.html,Microsoft Edge,Twitter
Italy,192.0.2.10,04:34:02,/handball.html,Mozilla Firefox,Facebook
Denmark,203.0.113.6,19:39:12,/volleyball.html,Opera,Facebook
India,192.0.2.8,09:56:28,/handball.html,Opera,LinkedIn
Angola,198.51.100.2,20:04:37,/tennis.html,Internet Explorer,Twitter
Austria,198.51.100.3,14:12:52,/football.html,Opera,Facebook
Nigeria,203.0.113.14,20:00:08,/weightlifting.html,Google Chrome,Facebook
Canada,203.0.113.4,03:34:11,/judo.html,Internet Explorer,Facebook
France,203.0.113.7,06:24:28,/handball.html,Safari,Facebook
Denmark,203.0.113.6,10:10:29,/handball.html,Internet Explorer,Facebook
Finland,198.51.100.7,04:51:57,/shooting.html,Opera,Twitter
Angola,198.51.100.2,20:57:08,/weightlifting.html,Opera,Twitter
Angola,198.51.100.2,17:18:15,/shooting.html,Google Chrome,Twitter
Portugal,198.51.100.16,20:15:06,/judo.html,Google Chrome,Twitter
Canada,203.0.113.4,00:33:03,/judo.html,Google Chrome,Facebook
Colombia,203.0.113.5,02:15:52,/diving.html,Mozilla Firefox,LinkedIn
Romania,203.0.113.16,23:46:15,/tennis.html,Internet Explorer,Twitter
Colombia,203.0.113.5,20:43:41,/searchsports.php,Safari,Facebook
Czech Republic,198.51.100.6,14:15:25,/volleyball.html,Opera,Twitter
Angola,198.51.100.2,23:55:12,/trackandfield.html,Internet Explorer,Facebook
Malaysia,203.0.113.12,14:55:05,/images/games.jpg,Mozilla Firefox,Facebook
Ireland,198.51.100.10,03:25:29,/weightlifting.html,Google Chrome,Twitter
Nepal,203.0.113.13,14:06:27,/equestrian.html,Safari,Facebook
Nepal,203.0.113.13,14:59:58,/basketball.html,Microsoft Edge,Facebook
Cuba,192.0.2.5,15:23:45,/trackandfield.html,Opera,LinkedIn
Hungary,203.0.113.8,05:48:41,/index.html,Google Chrome,Twitter
Romania,203.0.113.16,23:35:21,/archery.html,Google Chrome,Twitter
Romania,203.0.113.16,18:40:57,/equestrian.html,Opera,Google Search
Cuba,192.0.2.5,02:01:31,/tennis.html,Internet Explorer,Facebook
Norway,192.0.2.14,13:54:53,/weightlifting.html,Safari,Facebook
Nepal,203.0.113.13,22:24:27,/archery.html,Opera,Facebook
Pakistan,198.51.100.15,04:38:17,/judo.html,Microsoft Edge,LinkedIn
Nepal,203.0.113.13,15:14:47,/handball.html,Google Chrome,Facebook
Japan,198.51.100.11,04:25:22,/sailing.html,Opera,LinkedIn
Egypt,192.0.2.6,15:37:19,/Triathalon.html,Microsoft Edge,Facebook
Nigeria,203.0.113.14,22:51:12,/volleyball.html,Internet Explorer,Facebook
Egypt,192.0.2.6,18:18:17,/index.html,Microsoft Edge,Facebook
Romania,203.0.113.16,03:38:46,/swimming.html,Opera,Google Search
Finland,198.51.100.7,05:13:56,/Triathalon.html,Mozilla Firefox,Facebook
Cuba,192.0.2.5,03:24:27,/boxing.html,Google Chrome,Facebook
Bangladesh,203.0.113.3,03:20:30,/index.html,Google Chrome,Google Search
Angola,198.51.100.2,11:28:21,/fencing.html,Mozilla Firefox,Google Search
Singapore,203.0.113.17,17:15:36,/karate.html,Microsoft Edge,Facebook
Afghanistan,198.51.100.1,00:15:51,/swimming.html,Opera,Facebook
Singapore,203.0.113.17,10:04:07,/index.html,Opera,Facebook
Portugal,198.51.100.16,05:39:42,/images/games.jpg,Mozilla Firefox,Facebook
Norway,192.0.2.14,08:51:21,/sailing.html,Microsoft Edge,Facebook
Egypt,192.0.2.6,14:03:48,/diving.html,Mozilla Firefox,Facebook
Ireland,198.51.100.10,22:19:31,/football.html,Internet Explorer,Twitter
Argentina,203.0.113.2,08:30:53,/trackandfield.html,Microsoft Edge,Twitter
India,192.0.2.8,20:13:01,/fencing.html,Opera,Twitter
Iran,203.0.113.9,18:50:14,/tennis.html,Microsoft Edge,Twitter
Brazil,198.51.100.4,15:34:29,/archery.html,Opera,Facebook
Egypt,192.0.2.6,15:55:16,/archery.html,Google Chrome,Facebook
Colombia,203.0.113.5,23:00:03,/fencing.html,Opera,Google Search
South Africa,192.0.2.17,21:00:16,/rowing.html,Microsoft Edge,Facebook
France,203.0.113.7,08:40:49,/basketball.html,Internet Explorer,Facebook
South Africa,192.0.2.17,13:27:05,/swimming.html,Safari,Twitter
Australia,192.0.2.2,04:32:01,/tabletennis.html,Mozilla Firefox,Facebook
Greece,198.51.100.8,21:03:13,/images/games.jpg,Google Chrome,Facebook
Nigeria,203.0.113.14,06:34:50,/shooting.html,Google Chrome,Twitter
Angola,198.51.100.2,12:40:36,/images/games.jpg,Safari,Facebook
Lebanon,198.51.100.12,22:43:48,/sailing.html,Microsoft Edge,Twitter
Australia,192.0.2.2,21:14:01,/equestrian.html,Google Chrome,Facebook
Albania,203.0.113.1,18:20:45,/rowing.html,Opera,Facebook
Chile,192.0.2.4,17:10:19,/index.html,Microsoft Edge,Twitter
Netherlands,192.0.2.13,16:47:21,/tabletennis.html,Opera,Google Search
Austria,198.51.100.3,18:21:18,/shooting.html,Microsoft Edge,LinkedIn
China,198.51.100.5,16:03:59,/basketball.html,Internet Explorer,Twitter
France,203.0.113.7,13:17:30,/images/games.jpg,Opera,Facebook
Australia,192.0.2.2,18:55:41,/judo.html,Google Chrome,Facebook
New Zealand,198.51.100.14,21:05:07,/judo.html,Opera,Google Search
Kenya,203.0.113.11,22:25:20,/judo.html,Google Chrome,Facebook
Japan,198.51.100.11,22:40:05,/tabletennis.html,Microsoft Edge,Twitter
Nigeria,203.0.113.14,22:19:50,/judo.html,Google Chrome,Facebook
Afghanistan,198.51.100.1,06:45:15,/judo.html,Internet Explorer,Twitter
Singapore,203.0.113.17,02:17:48,/images/games.jpg,Opera,Google Search
Mexico,192.0.2.12,05:33:23,/basketball.html,Mozilla Firefox,LinkedIn
Nigeria,203.0.113.14,02:15:35,/equestrian.html,Safari,Twitter
Netherlands,192.0.2.13,21:53:45,/equestrian.html,Google Chrome,Twitter
Denmark,203.0.113.6,05:55:46,/tabletennis.html,Microsoft Edge,Facebook
Algeria,192.0.2.1,22:55:52,/volleyball.html,Internet Explorer,Facebook
Canada,203.0.113.4,03:40:56,/volleyball.html,Google Chrome,Google Search
Algeria,192.0.2.1,14:57:00,/football.html,Opera,Facebook
Ireland,198.51.100.10,05:27:17,/tabletennis.html,Safari,Facebook
Greece,198.51.100.8,07:52:48,/index.html,Microsoft Edge,Facebook
Germany,192.0.2.7,20:44:45,/rowing.html,Google Chrome,Twitter
Angola,198.51.100.2,11:17:22,/fencing.html,Google Chrome,Twitter
China,198.51.100.5,14:20:37,/images/games.jpg,Safari,Facebook
Ireland,198.51.100.10,23:20:19,/Triathalon.html,Internet Explorer,Facebook
Iraq,192.0.2.9,19:05:44,/index.html,Internet Explorer,Facebook
Iraq,192.0.2.9,21:42:43,/searchsports.php,Microsoft Edge,Google Search
Denmark,203.0.113.6,10:50:25,/football.html,Safari,Facebook
Italy,192.0.2.10,15:48:19,/fencing.html,Mozilla Firefox,Facebook
Albania,203.0.113.1,07:21:43,/sailing.html,Google Chrome,Facebook
New Zealand,198.51.100.14,16:22:51,/tabletennis.html,Internet Explorer,Facebook
Italy,192.0.2.10,06:01:40,/gymnastics.html,Opera,Twitter
China,198.51.100.5,00:22:39,/equestrian.html,Opera,Facebook
India,192.0.2.8,21:01:08,/index.html,Internet Explorer,Facebook
Iran,203.0.113.9,05:13:55,/index.html,Mozilla Firefox,Facebook
Algeria,192.0.2.1,18:39:37,/gymnastics.html,Opera,Twitter
Saudi Arabia,198.51.100.17,13:40:37,/fencing.html,Opera,Google Search
Israel,203.0.113.10,04:48:22,/judo.html,Internet Explorer,Twitter
Philippines,203.0.113.15,14:30:03,/gymnastics.html,Microsoft Edge,Twitter
Hungary,203.0.113.8,18:38:58,/index.html,Google Chrome,Facebook
Israel,203.0.113.10,21:02:12,/Triathalon.html,Internet Explorer,Facebook
Indonesia,198.51.100.9,16:53:25,/shooting.html,Microsoft Edge,Facebook
Russia,192.0.2.16,12:28:37,/sailing.html,Mozilla Firefox,Twitter
Hungary,203.0.113.8,20:54:19,/tennis.html,Microsoft Edge,Facebook
Egypt,192.0.2.6,13:46:13,/trackandfield.html,Mozilla Firefox,Facebook
Israel,203.0.113.10,10:32:16,/trackandfield.html,Google Chrome,Facebook
Denmark,203.0.113.6,04:26:17,/images/games.jpg,Safari,Facebook
Romania,203.0.113.16,02:59:18,/index.html,Safari,Facebook
Norway,192.0.2.14,17:39:55,/images/games.jpg,Google Chrome,LinkedIn
Netherlands,192.0.2.13,13:22:39,/shooting.html,Safari,Google Search
Angola,198.51.100.2,04:59:48,/weightlifting.html,Microsoft Edge,Facebook
India,192.0.2.8,20:03:24,/sailing.html,Opera,Google Search
Ireland,198.51.100.10,23:10:03,/swimming.html,Opera,Facebook
Chile,192.0.2.4,17:40:58,/searchsports.php,Internet Explorer,Twitter
Norway,192.0.2.14,15:40:36,/boxing.html,Google Chrome,Facebook
Nigeria,203.0.113.14,16:24:45,/football.html,Microsoft Edge,Facebook
Iran,203.0.113.9,23:42:05,/olympics.html,Microsoft Edge,LinkedIn
Poland,192.0.2.15,17:57:18,/archery.html,Google Chrome,Facebook
Singapore,203.0.113.17,00:36:50,/images/games.jpg,Safari,Facebook
Saudi Arabia,198.51.100.17,14:14:25,/basketball.html,Safari,Facebook
Netherlands,192.0.2.13,22:40:57,/basketball.html,Microsoft Edge,Facebook
Nepal,203.0.113.13,00:38:15,/basketball.html,Opera,Facebook
Greece,198.51.100.8,19:22:34,/basketball.html,Microsoft Edge,Facebook
Israel,203.0.113.10,00:26:31,/fencing.html,Internet Explorer,Twitter
Iran,203.0.113.9,21:47:55,/handball.html,Internet Explorer,Twitter
South Africa,192.0.2.17,09:42:15,/searchsports.php,Microsoft Edge,Twitter
Netherlands,192.0.2.13,23:59:14,/gymnastics.html,Safari,Twitter
Greece,198.51.100.8,19:08:45,/handball.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,08:08:37,/fencing.html,Internet Explorer,Twitter
Nigeria,203.0.113.14,05:24:02,/images/games.jpg,Google Chrome,Google Search
Iraq,192.0.2.9,19:36:59,/equestrian.html,Google Chrome,Twitter
Philippines,203.0.113.15,10:04:31,/archery.html,Google Chrome,Twitter
Cuba,192.0.2.5,06:03:32,/tabletennis.html,Google Chrome,Facebook
Belgium,192.0.2.3,01:18:13,/fencing.html,Opera,Twitter
France,203.0.113.7,05:29:17,/archery.html,Opera,Twitter
Nigeria,203.0.113.14,10:02:13,/trackandfield.html,Google Chrome,Facebook
Pakistan,198.51.100.15,18:40:44,/karate.html,Opera,Google Search
Chile,192.0.2.4,05:34:36,/gymnastics.html,Opera,Facebook
Afghanistan,198.51.100.1,23:20:37,/olympics.html,Google Chrome,LinkedIn
Japan,198.51.100.11,03:16:38,/shooting.html,Safari,Facebook
Colombia,203.0.113.5,07:42:06,/tabletennis.html,Microsoft Edge,Facebook
South Korea,192.0.2.11,07:01:36,/tabletennis.html,Safari,Facebook
China,198.51.100.5,07:51:41,/football.html,Microsoft Edge,Google Search
Japan,198.51.100.11,21:41:02,/boxing.html,Internet Explorer,LinkedIn
Denmark,203.0.113.6,08:13:32,/Triathalon.html,Opera,Twitter
Argentina,203.0.113.2,06:10:44,/index.html,Safari,Twitter
Japan,198.51.100.11,14:10:53,/index.html,Google Chrome,Facebook
Nigeria,203.0.113.14,21:08:10,/fencing.html,Safari,Facebook
South Korea,192.0.2.11,13:47:21,/tabletennis.html,Internet Explorer,Google Search
Lebanon,198.51.100.12,01:54:05,/judo.html,Google Chrome,Facebook
Czech Republic,198.51.100.6,17:38:49,/archery.html,Safari,Facebook
Japan,198.51.100.11,19:54:23,/fencing.html,Mozilla Firefox,Twitter
Canada,203.0.113.4,05:06:26,/judo.html,Opera,Facebook
Austria,198.51.100.3,11:02:04,/boxing.html,Microsoft Edge,Facebook
Colombia,203.0.113.5,08:11:33,/diving.html,Google Chrome,Facebook
Chile,192.0.2.4,08:12:41,/fencing.html,Mozilla Firefox,Twitter
Greece,198.51.100.8,05:24:58,/fencing.html,Mozilla Firefox,Facebook
France,203.0.113.7,15:00:56,/volleyball.html,Internet Explorer,Twitter
Chile,192.0.2.4,09:31:50,/judo.html,Opera,Twitter
Belgium,192.0.2.3,02:53:31,/karate.html,Safari,Facebook
Russia,192.0.2.16,16:42:52,/images/games.jpg,Safari,Google Search
Japan,198.51.100.11,15:44:18,/trackandfield.html,Google Chrome,Facebook
Italy,192.0.2.10,12:13:09,/olympics.html,Microsoft Edge,Twitter
France,203.0.113.7,14:03:20,/olympics.html,Safari,Facebook
New Zealand,198.51.100.14,08:02:58,/sailing.html,Google Chrome,LinkedIn
Ireland,198.51.100.10,22:41:59,/archery.html,Opera,Facebook
Russia,192.0.2.16,11:54:42,/index.html,Mozilla Firefox,Google Search
Israel,203.0.113.10,09:58:45,/index.html,Google Chrome,Google Search
Morocco,198.51.100.13,03:04:59,/searchsports.php,Opera,LinkedIn
Nepal,203.0.113.13,17:26:57,/tennis.html,Microsoft Edge,Facebook
Nepal,203.0.113.13,11:15:41,/boxing.html,Mozilla Firefox,LinkedIn
Morocco,198.51.100.13,20:00:55,/judo.html,Microsoft Edge,LinkedIn
Angola,198.51.100.2,14:34:01,/weightlifting.html,Opera,Facebook
Malaysia,203.0.113.12,13:35:07,/index.html,Opera,Facebook
Pakistan,198.51.100.15,18:20:49,/Triathalon.html,Safari,Twitter
Iran,203.0.113.9,13:21:45,/judo.html,Safari,Twitter
Canada,203.0.113.4,23:12:25,/images/games.jpg,Safari,Facebook
Indonesia,198.51.100.9,10:17:12,/sailing.html,Microsoft Edge,Facebook
Albania,203.0.113.1,18:53:14,/gymnastics.html,Safari,Twitter
Czech Republic,198.51.100.6,18:44:22,/equestrian.html,Internet Explorer,Twitter
Denmark,203.0.113.6,10:54:22,/searchsports.php,Google Chrome,Twitter
Iran,203.0.113.9,23:41:38,/weightlifting.html,Internet Explorer,Twitter
Australia,192.0.2.2,05:46:47,/shooting.html,Opera,Facebook
Malaysia,203.0.113.12,16:00:15,/olympics.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,04:18:13,/handball.html,Internet Explorer,Twitter
Singapore,203.0.113.17,02:27:30,/rowing.html,Opera,LinkedIn
Finland,198.51.100.7,04:16:30,/volleyball.html,Microsoft Edge,LinkedIn
Nepal,203.0.113.13,18:06:49,/fencing.html,Opera,Twitter
Nepal,203.0.113.13,12:05:12,/boxing.html,Opera,Twitter
Austria,198.51.100.3,19:29:50,/sailing.html,Safari,Facebook
Greece,198.51.100.8,16:12:08,/swimming.html,Internet Explorer,Twitter
Chile,192.0.2.4,00:38:48,/weightlifting.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,22:43:54,/tabletennis.html,Internet Explorer,Facebook
Nepal,203.0.113.13,02:19:43,/judo.html,Microsoft Edge,Twitter
China,198.51.100.5,21:16:18,/fencing.html,Microsoft Edge,Twitter
Italy,192.0.2.10,17:31:07,/index.html,Safari,Twitter
Iraq,192.0.2.9,17:27:26,/index.html,Safari,Facebook
New Zealand,198.51.100.14,00:43:32,/gymnastics.html,Safari,Facebook
Austria,198.51.100.3,03:12:09,/images/games.jpg,Mozilla Firefox,Google Search
Iraq,192.0.2.9,22:05:08,/index.html,Microsoft Edge,Facebook
Angola,198.51.100.2,19:23:58,/football.html,Safari,LinkedIn
Greece,198.51.100.8,15:35:36,/fencing.html,Opera,Twitter
Portugal,198.51.100.16,09:28:29,/diving.html,Opera,Twitter
Czech Republic,198.51.100.6,14:34:09,/equestrian.html,Microsoft Edge,Facebook
Kenya,203.0.113.11,13:53:37,/gymnastics.html,Microsoft Edge,Facebook
France,203.0.113.7,09:00:37,/index.html,Safari,Facebook
Austria,198.51.100.3,06:21:17,/fencing.html,Google Chrome,LinkedIn
Cuba,192.0.2.5,21:32:59,/weightlifting.html,Google Chrome,Twitter
Kenya,203.0.113.11,21:43:57,/fencing.html,Google Chrome,Twitter
Colombia,203.0.113.5,11:52:55,/gymnastics.html,Opera,Twitter
Indonesia,198.51.100.9,19:37:50,/basketball.html,Mozilla Firefox,Facebook
South Korea,192.0.2.11,11:31:24,/sailing.html,Internet Explorer,LinkedIn
China,198.51.100.5,03:45:19,/tennis.html,Safari,Facebook
Ireland,198.51.100.10,11:09:46,/tabletennis.html,Opera,LinkedIn
Argentina,203.0.113.2,02:54:15,/index.html,Mozilla Firefox,Twitter
Lebanon,198.51.100.12,15:17:04,/index.html,Google Chrome,Facebook
Cuba,192.0.2.5,08:52:47,/index.html,Safari,Facebook
Netherlands,192.0.2.13,21:09:48,/diving.html,Mozilla Firefox,Facebook
Nepal,203.0.113.13,19:55:30,/football.html,Microsoft Edge,Facebook
